symbol,datetime,Open,High,Low,Close,Volume
Q_NF1,20200731 14:53:00,11062.6,11069.4,11060.4,11062.35,12360450
Q_NF1,20200731 14:54:00,11061.5,11062.95,11053.05,11058.45,12392325
Q_NF1,20200731 14:55:00,11058.4,11063.9,11054.7,11062.85,12415125
Q_NF1,20200731 14:56:00,11062.85,11084.0,11062.85,11076.0,12476250
Q_NF1,20200731 14:57:00,11076.0,11093.45,11073.9,11093.1,12529725
Q_NF1,20200731 14:58:00,11092.45,11093.3,11082.85,11090.15,12565575
Q_NF1,20200731 14:59:00,11090.0,11091.9,11080.05,11084.0,12608100
Q_NF1,20200731 15:00:00,11082.45,11086.7,11072.15,11072.2,12643800
Q_NF1,20200731 15:01:00,11072.0,11080.75,11072.0,11076.9,12678375
Q_NF1,20200731 15:02:00,11078.1,11093.65,11076.1,11087.9,12726900
Q_NF1,20200731 15:03:00,11089.0,11090.0,11080.0,11082.0,12753150
Q_NF1,20200731 15:04:00,11080.0,11089.45,11078.45,11085.85,12776700
Q_NF1,20200731 15:05:00,11083.8,11090.55,11082.95,11087.75,12802800
Q_NF1,20200731 15:06:00,11087.75,11095.0,11087.75,11094.2,12832800
Q_NF1,20200731 15:07:00,11094.0,11100.95,11090.5,11092.0,12879150
Q_NF1,20200731 15:08:00,11092.5,11095.8,11089.35,11094.95,12916800
Q_NF1,20200731 15:09:00,11095.8,11099.55,11094.0,11094.2,12943050
Q_NF1,20200731 15:10:00,11094.2,11100.0,11092.0,11093.95,12986700
Q_NF1,20200731 15:11:00,11094.75,11094.85,11088.85,11094.05,13033575
Q_NF1,20200731 15:12:00,11094.75,11097.0,11090.65,11097.0,13064400
Q_NF1,20200731 15:13:00,11096.9,11098.0,11091.4,11093.75,13080450
Q_NF1,20200731 15:14:00,11095.0,11095.95,11090.0,11090.0,13111125
Q_NF1,20200731 15:15:00,11091.9,11094.65,11088.0,11090.0,13144275
Q_NF1,20200731 15:16:00,11090.0,11090.75,11083.25,11084.5,13183350
Q_NF1,20200731 15:17:00,11085.25,11090.85,11083.05,11090.85,13219650
Q_NF1,20200731 15:18:00,11091.4,11091.5,11085.0,11089.0,13253100
Q_NF1,20200731 15:19:00,11089.0,11097.75,11087.8,11096.1,13300800
Q_NF1,20200731 15:20:00,11093.55,11098.55,11092.05,11096.75,13349700
Q_NF1,20200731 15:21:00,11097.95,11105.0,11096.35,11099.5,13450275
Q_NF1,20200731 15:22:00,11098.6,11106.0,11098.15,11106.0,13477425
Q_NF1,20200731 15:23:00,11105.0,11108.4,11103.1,11107.0,13523625
Q_NF1,20200731 15:24:00,11107.9,11108.7,11104.95,11104.95,13555800
Q_NF1,20200731 15:25:00,11104.95,11111.0,11103.05,11109.05,13621425
Q_NF1,20200731 15:26:00,11109.75,11109.9,11105.0,11106.0,13659900
Q_NF1,20200731 15:27:00,11106.0,11106.55,11102.55,11104.45,13712700
Q_NF1,20200731 15:28:00,11104.6,11107.0,11103.8,11105.0,13762350
