symbol,datetime,Open,High,Low,Close,Volume
Q_NF1,20200731 14:34:00,11095.5,11095.5,11071.05,11073.05,11682750
Q_NF1,20200731 14:35:00,11074.45,11075.4,11060.0,11067.6,11793225
Q_NF1,20200731 14:36:00,11069.05,11072.3,11066.05,11072.0,11831775
Q_NF1,20200731 14:37:00,11072.35,11081.9,11071.0,11078.05,11870400
Q_NF1,20200731 14:38:00,11077.25,11081.3,11075.0,11075.5,11889150
Q_NF1,20200731 14:39:00,11077.0,11085.0,11076.0,11078.05,11917125
Q_NF1,20200731 14:40:00,11076.35,11082.0,11075.25,11080.3,11935500
Q_NF1,20200731 14:41:00,11080.3,11083.0,11077.7,11080.0,11950800
Q_NF1,20200731 14:42:00,11080.0,11082.05,11078.0,11081.8,11961750
Q_NF1,20200731 14:43:00,11081.8,11081.8,11077.0,11078.25,11975025
Q_NF1,20200731 14:44:00,11077.1,11083.0,11075.0,11075.85,11994750
Q_NF1,20200731 14:45:00,11077.1,11077.1,11067.8,11072.6,12043125
Q_NF1,20200731 14:46:00,11072.65,11078.25,11069.6,11072.65,12078750
Q_NF1,20200731 14:47:00,11071.5,11072.65,11064.7,11064.85,12126450
Q_NF1,20200731 14:48:00,11063.2,11063.65,11051.2,11062.45,12211500
Q_NF1,20200731 14:49:00,11062.15,11062.65,11052.0,11057.75,12255375
Q_NF1,20200731 14:50:00,11056.75,11064.4,11055.0,11055.0,12277425
Q_NF1,20200731 14:51:00,11055.0,11061.45,11053.0,11057.95,12317025
Q_NF1,20200731 14:52:00,11057.95,11063.0,11055.15,11061.3,12333600
